,Algorithm,Dataset,nnmd,line
5255,ComBat+QN+PC1,CCR-JACKS,-5.086370166374015,ACH-000717
5256,ComBat+QN+PC1,CCR-JACKS,-4.973492296842852,ACH-000719
5257,ComBat+QN+PC1,CCR-JACKS,-4.8209615101368515,ACH-000722
5258,ComBat+QN+PC1,CCR-JACKS,-4.276566103567597,ACH-000860
5259,ComBat+QN+PC1,CCR-JACKS,-5.331328938490214,ACH-000863
5260,ComBat+QN+PC1,CCR-JACKS,-4.845103797777468,ACH-000864
5261,ComBat+QN+PC1,CCR-JACKS,-5.321047630426538,ACH-000879
5262,ComBat+QN+PC1,CCR-JACKS,-5.355452644548734,ACH-000894
5263,ComBat+QN+PC1,CCR-JACKS,-5.007572772061167,ACH-000919
5264,ComBat+QN+PC1,CCR-JACKS,-4.71710727021125,ACH-000934
5265,ComBat+QN+PC1,CCR-JACKS,-4.10721449215443,ACH-000945
5266,ComBat+QN+PC1,CCR-JACKS,-5.156280822190407,ACH-000950
5267,ComBat+QN+PC1,CCR-JACKS,-4.587487952711666,ACH-000956
5268,ComBat+QN+PC1,CCR-JACKS,-4.938450942370843,ACH-000962
5269,ComBat+QN+PC1,CCR-JACKS,-4.836159709882897,ACH-000966
5270,ComBat+QN+PC1,CCR-JACKS,-5.370003030989419,ACH-000970
5271,ComBat+QN+PC1,CCR-JACKS,-5.10435185377573,ACH-000971
5272,ComBat+QN+PC1,CCR-JACKS,-4.6746321468923115,ACH-000977
5273,ComBat+QN+PC1,CCR-JACKS,-5.735049942601025,ACH-000979
5274,ComBat+QN+PC1,CCR-JACKS,-4.471966771103271,ACH-000985
5275,ComBat+QN+PC1,CCR-JACKS,-4.971805495072816,ACH-000991
5276,ComBat+QN+PC1,CCR-JACKS,-5.445576006834145,ACH-000997
5277,ComBat+QN+PC1,CCR-JACKS,-5.429152484594261,ACH-001016
5278,ComBat+QN+PC1,CCR-JACKS,-4.825277910791349,ACH-001039
5279,ComBat+QN+PC1,CCR-JACKS,-5.711263539658583,ACH-001063
5280,ComBat+QN+PC1,CCR-JACKS,-5.005134473119686,ACH-001065
5281,ComBat+QN+PC1,CCR-JACKS,-4.633185048589609,ACH-001081
5282,ComBat+QN+PC1,CCR-JACKS,-5.702120818400386,ACH-001107
5283,ComBat+QN+PC1,CCR-JACKS,-5.756520577445368,ACH-001126
5284,ComBat+QN+PC1,CCR-JACKS,-4.6912704314951155,ACH-001137
5285,ComBat+QN+PC1,CCR-JACKS,-5.445110779877781,ACH-001193
5286,ComBat+QN+PC1,CCR-JACKS,-5.066413724225116,ACH-001233
5287,ComBat+QN+PC1,CCR-JACKS,-5.557977474676375,ACH-001331
5288,ComBat+QN+PC1,CCR-JACKS,-4.726092691154412,ACH-001345
5289,ComBat+QN+PC1,CCR-JACKS,-5.540652835444906,ACH-001399
5290,ComBat+QN+PC1,CCR-JACKS,-5.062630224236581,ACH-001418
5291,ComBat+QN+PC1,CCR-JACKS,-4.667501026988099,ACH-001494
5292,ComBat+QN+PC1,CCR-JACKS,-4.331445745782048,ACH-001497
5293,ComBat+QN+PC1,CCR-JACKS,-4.8758536857743815,ACH-001517
5294,ComBat+QN+PC1,CCR-JACKS,-5.557885952620757,ACH-001542
5295,ComBat+QN+PC1,CCR-JACKS,-4.840430764705803,ACH-001544
5296,ComBat+QN+PC1,CCR-JACKS,-5.24670118739506,ACH-001603
5297,ComBat+QN+PC1,CCR-JACKS,-5.167911470405802,ACH-001605
5298,ComBat+QN+PC1,CCR-JACKS,-4.851480248948242,ACH-001606
5299,ComBat+QN+PC1,CCR-JACKS,-4.862013899015232,ACH-001625
5300,ComBat+QN+PC1,CCR-JACKS,-4.88936333595709,ACH-001626
5301,ComBat+QN+PC1,CCR-JACKS,-5.42173664742086,ACH-001630
5302,ComBat+QN+PC1,CCR-JACKS,-4.479326663262324,ACH-001632
5303,ComBat+QN+PC1,CCR-JACKS,-4.243447512179909,ACH-001639
5304,ComBat+QN+PC1,CCR-JACKS,-5.427315130108278,ACH-001674
5305,ComBat+QN+PC1,CCR-JACKS,-4.770923119538832,ACH-001819
5306,ComBat+QN+PC1,CCR-JACKS,-4.439093682517639,ACH-001820
5307,ComBat+QN+PC1,CCR-JACKS,-5.736775492896123,ACH-002029
5308,ComBat+QN+PC1,CCR-JACKS,-5.648704799440255,ACH-002043
5309,ComBat+QN+PC1,CCR-JACKS,-5.528026147339131,ACH-002045
5310,ComBat+QN+PC1,CCR-JACKS,-5.292208732493384,ACH-002083
5311,ComBat+QN+PC1,CCR-JACKS,-4.361529380840716,ACH-002105
5312,ComBat+QN+PC1,CCR-JACKS,-5.588158041340873,ACH-002106
5313,ComBat+QN+PC1,CCR-JACKS,-5.093746544793581,ACH-002109
5314,ComBat+QN+PC1,CCR-JACKS,-5.88426467878509,ACH-002110
5315,ComBat+QN+PC1,CCR-JACKS,-5.6842538451657765,ACH-002114
5316,ComBat+QN+PC1,CCR-JACKS,-5.037853185774975,ACH-002116
5317,ComBat+QN+PC1,CCR-JACKS,-5.4035365532401665,ACH-002119
5318,ComBat+QN+PC1,CCR-JACKS,-5.502837321476828,ACH-002140
5319,ComBat+QN+PC1,CCR-JACKS,-5.509746388802443,ACH-002141
5320,ComBat+QN+PC1,CCR-JACKS,-4.625651041613374,ACH-002143
5321,ComBat+QN+PC1,CCR-JACKS,-5.393100697141327,ACH-002150
5322,ComBat+QN+PC1,CCR-JACKS,-4.929154384865393,ACH-002156
5323,ComBat+QN+PC1,CCR-JACKS,-5.624250109630052,ACH-002160
5324,ComBat+QN+PC1,CCR-JACKS,-5.396871548756166,ACH-002161
5325,ComBat+QN+PC1,CCR-JACKS,-4.7909422793895144,ACH-002179
5326,ComBat+QN+PC1,CCR-JACKS,-5.265913319069404,ACH-002181
5327,ComBat+QN+PC1,CCR-JACKS,-4.450824892141171,ACH-002183
5328,ComBat+QN+PC1,CCR-JACKS,-5.0533880499127335,ACH-002186
5329,ComBat+QN+PC1,CCR-JACKS,-5.028456830669331,ACH-002189
5330,ComBat+QN+PC1,CCR-JACKS,-4.596738969109889,ACH-002198
5331,ComBat+QN+PC1,CCR-JACKS,-6.00203839340543,ACH-002202
5332,ComBat+QN+PC1,CCR-JACKS,-6.01329304903042,ACH-002210
5333,ComBat+QN+PC1,CCR-JACKS,-5.485998966628731,ACH-002212
5334,ComBat+QN+PC1,CCR-JACKS,-5.587749502818134,ACH-002217
5335,ComBat+QN+PC1,CCR-JACKS,-5.683550425815314,ACH-002228
5336,ComBat+QN+PC1,CCR-JACKS,-4.431969188385599,ACH-002229
5337,ComBat+QN+PC1,CCR-JACKS,-4.828199865238294,ACH-002230
5338,ComBat+QN+PC1,CCR-JACKS,-4.657709046215755,ACH-002233
5339,ComBat+QN+PC1,CCR-JACKS,-5.307410502815669,ACH-002234
5340,ComBat+QN+PC1,CCR-JACKS,-5.478260196833972,ACH-002239
5341,ComBat+QN+PC1,CCR-JACKS,-4.65910389288283,ACH-002243
5342,ComBat+QN+PC1,CCR-JACKS,-4.834431873301377,ACH-002247
5343,ComBat+QN+PC1,CCR-JACKS,-5.525595731274318,ACH-002249
5344,ComBat+QN+PC1,CCR-JACKS,-5.273616315848703,ACH-002250
5345,ComBat+QN+PC1,CCR-JACKS,-5.431495518853287,ACH-002251
5346,ComBat+QN+PC1,CCR-JACKS,-5.297945438447392,ACH-002257
5347,ComBat+QN+PC1,CCR-JACKS,-5.135238954249852,ACH-002261
5348,ComBat+QN+PC1,CCR-JACKS,-5.730697524482644,ACH-002263
5349,ComBat+QN+PC1,CCR-JACKS,-5.36608302643582,ACH-002265
5350,ComBat+QN+PC1,CCR-JACKS,-5.1468993085407035,ACH-002269
5351,ComBat+QN+PC1,CCR-JACKS,-4.773428636548577,ACH-002278
5352,ComBat+QN+PC1,CCR-JACKS,-4.896610076674031,ACH-002280
5353,ComBat+QN+PC1,CCR-JACKS,-5.232628858959751,ACH-002282
5354,ComBat+QN+PC1,CCR-JACKS,-5.445584418976376,ACH-002283
5355,ComBat+QN+PC1,CCR-JACKS,-5.105924945655137,ACH-002284
5356,ComBat+QN+PC1,CCR-JACKS,-6.0980030912160315,ACH-002285
5357,ComBat+QN+PC1,CCR-JACKS,-5.496560014428339,ACH-002294
5358,ComBat+QN+PC1,CCR-JACKS,-5.33866485773024,ACH-002295
5359,ComBat+QN+PC1,CCR-JACKS,-5.460473776891629,ACH-002296
5360,ComBat+QN+PC1,CCR-JACKS,-5.2205894696529525,ACH-002297
5361,ComBat+QN+PC1,CCR-JACKS,-4.792286142206868,ACH-002298
5362,ComBat+QN+PC1,CCR-JACKS,-5.63441432997296,ACH-002304
5363,ComBat+QN+PC1,CCR-JACKS,-5.4780900533901375,ACH-002305
5364,ComBat+QN+PC1,CCR-JACKS,-4.5830232117429555,ACH-001227
5365,ComBat+QN+PC1,CCR-JACKS,-6.14851337675411,ACH-001190
5366,ComBat+QN+PC1,CCR-JACKS,-5.997199330233384,ACH-000273
5367,ComBat+QN+PC1,CCR-JACKS,-6.763175085669638,ACH-000376
5368,ComBat+QN+PC1,CCR-JACKS,-5.6664197518806825,ACH-000817
5369,ComBat+QN+PC1,CCR-JACKS,-6.196128473206573,ACH-000696
5370,ComBat+QN+PC1,CCR-JACKS,-6.070080198976712,ACH-001151
5371,ComBat+QN+PC1,CCR-JACKS,-5.543870649381967,ACH-000504
5372,ComBat+QN+PC1,CCR-JACKS,-6.014199554619322,ACH-000232
5373,ComBat+QN+PC1,CCR-JACKS,-6.114656367299176,ACH-000861
5374,ComBat+QN+PC1,CCR-JACKS,-5.841401749134782,ACH-000148
5375,ComBat+QN+PC1,CCR-JACKS,-6.273466489492783,ACH-000552
5376,ComBat+QN+PC1,CCR-JACKS,-5.935346791532936,ACH-000900
5377,ComBat+QN+PC1,CCR-JACKS,-5.642815579521175,ACH-000768
5378,ComBat+QN+PC1,CCR-JACKS,-5.467534783592709,ACH-000969
5379,ComBat+QN+PC1,CCR-JACKS,-5.651134702619116,ACH-000657
5380,ComBat+QN+PC1,CCR-JACKS,-5.550339372558769,ACH-000464
5381,ComBat+QN+PC1,CCR-JACKS,-6.29183640077187,ACH-000030
5382,ComBat+QN+PC1,CCR-JACKS,-5.943717036553557,ACH-000947
5383,ComBat+QN+PC1,CCR-JACKS,-6.2319319114734535,ACH-000917
5384,ComBat+QN+PC1,CCR-JACKS,-4.78397533172375,ACH-000910
5385,ComBat+QN+PC1,CCR-JACKS,-6.222269202309027,ACH-000756
5386,ComBat+QN+PC1,CCR-JACKS,-6.196250314216934,ACH-000847
5387,ComBat+QN+PC1,CCR-JACKS,-5.974048890023331,ACH-000265
5388,ComBat+QN+PC1,CCR-JACKS,-6.0715048542804375,ACH-000584
5389,ComBat+QN+PC1,CCR-JACKS,-6.237566770369013,ACH-000132
5390,ComBat+QN+PC1,CCR-JACKS,-6.2855269835989,ACH-000183
5391,ComBat+QN+PC1,CCR-JACKS,-5.60180593941093,ACH-000469
5392,ComBat+QN+PC1,CCR-JACKS,-5.888366191750854,ACH-000694
5393,ComBat+QN+PC1,CCR-JACKS,-6.12618764126074,ACH-000452
5394,ComBat+QN+PC1,CCR-JACKS,-6.225209286665298,ACH-000787
5395,ComBat+QN+PC1,CCR-JACKS,-5.6316087970717925,ACH-000204
5396,ComBat+QN+PC1,CCR-JACKS,-5.82397567183876,ACH-000408
5397,ComBat+QN+PC1,CCR-JACKS,-6.254684858156032,ACH-000318
5398,ComBat+QN+PC1,CCR-JACKS,-5.431383952100549,ACH-000505
5399,ComBat+QN+PC1,CCR-JACKS,-5.699835303888252,ACH-000652
5400,ComBat+QN+PC1,CCR-JACKS,-5.611126848718545,ACH-000974
5401,ComBat+QN+PC1,CCR-JACKS,-5.857758188247901,ACH-000424
5402,ComBat+QN+PC1,CCR-JACKS,-5.6476951301968725,ACH-001368
5403,ComBat+QN+PC1,CCR-JACKS,-5.964489571997043,ACH-000113
5404,ComBat+QN+PC1,CCR-JACKS,-5.891275400201395,ACH-000619
5405,ComBat+QN+PC1,CCR-JACKS,-5.73567930646206,ACH-000383
5406,ComBat+QN+PC1,CCR-JACKS,-6.41950845348032,ACH-000544
5407,ComBat+QN+PC1,CCR-JACKS,-5.986829126442542,ACH-001654
5408,ComBat+QN+PC1,CCR-JACKS,-5.609413302158641,ACH-000794
5409,ComBat+QN+PC1,CCR-JACKS,-5.394881002929011,ACH-001332
5410,ComBat+QN+PC1,CCR-JACKS,-6.262561573067541,ACH-000601
5411,ComBat+QN+PC1,CCR-JACKS,-6.1823182501236005,ACH-000118
5412,ComBat+QN+PC1,CCR-JACKS,-6.072030706881046,ACH-001496
5413,ComBat+QN+PC1,CCR-JACKS,-5.391426922371174,ACH-000926
5414,ComBat+QN+PC1,CCR-JACKS,-5.930931079653942,ACH-000769
5415,ComBat+QN+PC1,CCR-JACKS,-5.932364107163644,ACH-000524
5416,ComBat+QN+PC1,CCR-JACKS,-6.332644313758797,ACH-000527
5417,ComBat+QN+PC1,CCR-JACKS,-5.674963486919484,ACH-000108
5418,ComBat+QN+PC1,CCR-JACKS,-5.967789171439835,ACH-000911
5419,ComBat+QN+PC1,CCR-JACKS,-5.749893591595543,ACH-000738
5420,ComBat+QN+PC1,CCR-JACKS,-5.323401325858989,ACH-000778
5421,ComBat+QN+PC1,CCR-JACKS,-6.246937659655306,ACH-000843
5422,ComBat+QN+PC1,CCR-JACKS,-5.9158911756595085,ACH-000858
5423,ComBat+QN+PC1,CCR-JACKS,-4.928409135637784,ACH-000622
5424,ComBat+QN+PC1,CCR-JACKS,-5.58361492834098,ACH-000714
5425,ComBat+QN+PC1,CCR-JACKS,-6.313797143085202,ACH-000849
5426,ComBat+QN+PC1,CCR-JACKS,-5.793009937608763,ACH-000573
5427,ComBat+QN+PC1,CCR-JACKS,-5.3011237765547845,ACH-000876
5428,ComBat+QN+PC1,CCR-JACKS,-6.169750753230887,ACH-000510
5429,ComBat+QN+PC1,CCR-JACKS,-6.020783100043814,ACH-000980
5430,ComBat+QN+PC1,CCR-JACKS,-5.930190897018272,ACH-000067
5431,ComBat+QN+PC1,CCR-JACKS,-5.566439659539949,ACH-000007
5432,ComBat+QN+PC1,CCR-JACKS,-5.420941605143623,ACH-000957
5433,ComBat+QN+PC1,CCR-JACKS,-5.570066699523419,ACH-000293
5434,ComBat+QN+PC1,CCR-JACKS,-5.107314912541006,ACH-000793
5435,ComBat+QN+PC1,CCR-JACKS,-5.702969249497979,ACH-000841
5436,ComBat+QN+PC1,CCR-JACKS,-5.563438285315294,ACH-000481
5437,ComBat+QN+PC1,CCR-JACKS,-5.293839766428682,ACH-000035
5438,ComBat+QN+PC1,CCR-JACKS,-5.456046814998484,ACH-000869
5439,ComBat+QN+PC1,CCR-JACKS,-6.33987882603575,ACH-000781
5440,ComBat+QN+PC1,CCR-JACKS,-5.511512086390693,ACH-000414
5441,ComBat+QN+PC1,CCR-JACKS,-5.283107600108328,ACH-000434
5442,ComBat+QN+PC1,CCR-JACKS,-5.656924677672959,ACH-000740
5443,ComBat+QN+PC1,CCR-JACKS,-6.481282123058786,ACH-000788
5444,ComBat+QN+PC1,CCR-JACKS,-5.657456754675334,ACH-000411
5445,ComBat+QN+PC1,CCR-JACKS,-5.61794909197949,ACH-000421
5446,ComBat+QN+PC1,CCR-JACKS,-5.276999416020537,ACH-000958
5447,ComBat+QN+PC1,CCR-JACKS,-5.545493285522579,ACH-000651
5448,ComBat+QN+PC1,CCR-JACKS,-6.236736261516437,ACH-000880
5449,ComBat+QN+PC1,CCR-JACKS,-5.592479897729646,ACH-000846
5450,ComBat+QN+PC1,CCR-JACKS,-6.5175607010238465,ACH-000906
5451,ComBat+QN+PC1,CCR-JACKS,-5.5697103579227605,ACH-000374
5452,ComBat+QN+PC1,CCR-JACKS,-5.337461768154021,ACH-000859
5453,ComBat+QN+PC1,CCR-JACKS,-5.693368368506393,ACH-000223
5454,ComBat+QN+PC1,CCR-JACKS,-6.110032151906431,ACH-000624
5455,ComBat+QN+PC1,CCR-JACKS,-5.22606573398061,ACH-000699
5456,ComBat+QN+PC1,CCR-JACKS,-5.75828413993711,ACH-000248
5457,ComBat+QN+PC1,CCR-JACKS,-5.390113556777607,ACH-000681
5458,ComBat+QN+PC1,CCR-JACKS,-5.847459831317006,ACH-000120
5459,ComBat+QN+PC1,CCR-JACKS,-5.524016145208091,ACH-001715
5460,ComBat+QN+PC1,CCR-JACKS,-6.2907730863488505,ACH-000856
5461,ComBat+QN+PC1,CCR-JACKS,-6.17231210080203,ACH-000832
5462,ComBat+QN+PC1,CCR-JACKS,-6.335169310086672,ACH-000518
5463,ComBat+QN+PC1,CCR-JACKS,-5.30081561990689,ACH-000244
5464,ComBat+QN+PC1,CCR-JACKS,-6.266160243515126,ACH-000243
5465,ComBat+QN+PC1,CCR-JACKS,-4.194212638051978,ACH-000350
5466,ComBat+QN+PC1,CCR-JACKS,-5.8454364974463875,ACH-000948
5467,ComBat+QN+PC1,CCR-JACKS,-6.3499713756860965,ACH-000323
5468,ComBat+QN+PC1,CCR-JACKS,-5.737984662036956,ACH-000548
5469,ComBat+QN+PC1,CCR-JACKS,-5.907875416079074,ACH-000137
5470,ComBat+QN+PC1,CCR-JACKS,-6.091669342745086,ACH-000784
5471,ComBat+QN+PC1,CCR-JACKS,-5.4651992167602055,ACH-000637
5472,ComBat+QN+PC1,CCR-JACKS,-5.40046386996851,ACH-000824
5473,ComBat+QN+PC1,CCR-JACKS,-6.179235536963985,ACH-000865
5474,ComBat+QN+PC1,CCR-JACKS,-6.101427590874532,ACH-000809
5475,ComBat+QN+PC1,CCR-JACKS,-5.484465884990178,ACH-000873
5476,ComBat+QN+PC1,CCR-JACKS,-6.018216322622196,ACH-000855
5477,ComBat+QN+PC1,CCR-JACKS,-5.724473855284954,ACH-000823
5478,ComBat+QN+PC1,CCR-JACKS,-5.613432523263264,ACH-000711
5479,ComBat+QN+PC1,CCR-JACKS,-5.787400167118254,ACH-001500
5480,ComBat+QN+PC1,CCR-JACKS,-6.117653698225547,ACH-000913
5481,ComBat+QN+PC1,CCR-JACKS,-5.984320618440536,ACH-000585
5482,ComBat+QN+PC1,CCR-JACKS,-5.779825253795692,ACH-000936
5483,ComBat+QN+PC1,CCR-JACKS,-5.113841472178841,ACH-000308
5484,ComBat+QN+PC1,CCR-JACKS,-6.4144899653711445,ACH-000098
5485,ComBat+QN+PC1,CCR-JACKS,-4.089192394243225,ACH-000878
5486,ComBat+QN+PC1,CCR-JACKS,-5.9229419762647515,ACH-000238
5487,ComBat+QN+PC1,CCR-JACKS,-6.05288863867692,ACH-000965
5488,ComBat+QN+PC1,CCR-JACKS,-6.292811130240773,ACH-000943
5489,ComBat+QN+PC1,CCR-JACKS,-6.36313296350385,ACH-000260
5490,ComBat+QN+PC1,CCR-JACKS,-5.691591483442249,ACH-000665
5491,ComBat+QN+PC1,CCR-JACKS,-6.09151443323547,ACH-000748
5492,ComBat+QN+PC1,CCR-JACKS,-5.478853745571278,ACH-000060
5493,ComBat+QN+PC1,CCR-JACKS,-5.888082834849738,ACH-000235
5494,ComBat+QN+PC1,CCR-JACKS,-5.357683311398029,ACH-000042
5495,ComBat+QN+PC1,CCR-JACKS,-6.075967840938345,ACH-000291
5496,ComBat+QN+PC1,CCR-JACKS,-5.688265253068482,ACH-000932
5497,ComBat+QN+PC1,CCR-JACKS,-6.02615452684408,ACH-000437
5498,ComBat+QN+PC1,CCR-JACKS,-5.3109593614177335,ACH-000677
5499,ComBat+QN+PC1,CCR-JACKS,-5.88840932304261,ACH-000885
5500,ComBat+QN+PC1,CCR-JACKS,-5.900969168832976,ACH-000571
5501,ComBat+QN+PC1,CCR-JACKS,-5.631480593162553,ACH-000009
5502,ComBat+QN+PC1,CCR,-5.074063266440748,ACH-000004
5503,ComBat+QN+PC1,CCR,-4.253696561696198,ACH-000005
5504,ComBat+QN+PC1,CCR,-4.619459739390838,ACH-000011
5505,ComBat+QN+PC1,CCR,-5.576324416027794,ACH-000012
5506,ComBat+QN+PC1,CCR,-5.322487382669072,ACH-000013
5507,ComBat+QN+PC1,CCR,-4.949052776606568,ACH-000014
5508,ComBat+QN+PC1,CCR,-5.599202738738306,ACH-000015
5509,ComBat+QN+PC1,CCR,-4.7063979048600615,ACH-000017
5510,ComBat+QN+PC1,CCR,-4.719189669762222,ACH-000018
5511,ComBat+QN+PC1,CCR,-4.457327262113441,ACH-000021
5512,ComBat+QN+PC1,CCR,-5.22909625453218,ACH-000022
5513,ComBat+QN+PC1,CCR,-5.549961421693737,ACH-000025
5514,ComBat+QN+PC1,CCR,-5.230237250113603,ACH-000028
5515,ComBat+QN+PC1,CCR,-5.649772168325243,ACH-000029
5516,ComBat+QN+PC1,CCR,-5.146043879945413,ACH-000036
5517,ComBat+QN+PC1,CCR,-4.35985211991411,ACH-000037
5518,ComBat+QN+PC1,CCR,-4.110859162967935,ACH-000039
5519,ComBat+QN+PC1,CCR,-5.0210094711074875,ACH-000040
5520,ComBat+QN+PC1,CCR,-4.050718462513297,ACH-000041
5521,ComBat+QN+PC1,CCR,-4.768683195537966,ACH-000045
5522,ComBat+QN+PC1,CCR,-5.807875224956701,ACH-000047
5523,ComBat+QN+PC1,CCR,-4.808548983200772,ACH-000052
5524,ComBat+QN+PC1,CCR,-5.413452562085429,ACH-000053
5525,ComBat+QN+PC1,CCR,-5.361751875922287,ACH-000054
5526,ComBat+QN+PC1,CCR,-4.483247077560161,ACH-000055
5527,ComBat+QN+PC1,CCR,-5.021847958279361,ACH-000070
5528,ComBat+QN+PC1,CCR,-3.9952993021839798,ACH-000078
5529,ComBat+QN+PC1,CCR,-4.886065899675699,ACH-000082
5530,ComBat+QN+PC1,CCR,-4.503002734951512,ACH-000085
5531,ComBat+QN+PC1,CCR,-5.256391192813395,ACH-000086
5532,ComBat+QN+PC1,CCR,-5.167919586914577,ACH-000087
5533,ComBat+QN+PC1,CCR,-4.954567551413284,ACH-000092
5534,ComBat+QN+PC1,CCR,-4.109358353456767,ACH-000095
5535,ComBat+QN+PC1,CCR,-4.829911249373306,ACH-000096
5536,ComBat+QN+PC1,CCR,-5.16513924952204,ACH-000097
5537,ComBat+QN+PC1,CCR,-4.978059248832748,ACH-000099
5538,ComBat+QN+PC1,CCR,-4.238410340436336,ACH-000115
5539,ComBat+QN+PC1,CCR,-5.713002505423298,ACH-000116
5540,ComBat+QN+PC1,CCR,-5.608109023674621,ACH-000123
5541,ComBat+QN+PC1,CCR,-5.613285045329384,ACH-000127
5542,ComBat+QN+PC1,CCR,-4.611616241699522,ACH-000128
5543,ComBat+QN+PC1,CCR,-5.480931802152853,ACH-000133
5544,ComBat+QN+PC1,CCR,-5.241936774804235,ACH-000138
5545,ComBat+QN+PC1,CCR,-4.39287410537045,ACH-000141
5546,ComBat+QN+PC1,CCR,-5.065257566701772,ACH-000142
5547,ComBat+QN+PC1,CCR,-5.0017844801024784,ACH-000143
5548,ComBat+QN+PC1,CCR,-5.0868372488257405,ACH-000146
5549,ComBat+QN+PC1,CCR,-4.583695738302963,ACH-000150
5550,ComBat+QN+PC1,CCR,-4.378746101896223,ACH-000151
5551,ComBat+QN+PC1,CCR,-5.2782972027936506,ACH-000152
5552,ComBat+QN+PC1,CCR,-4.044887791190754,ACH-000153
5553,ComBat+QN+PC1,CCR,-4.820841423275042,ACH-000159
5554,ComBat+QN+PC1,CCR,-4.753521213900055,ACH-000160
5555,ComBat+QN+PC1,CCR,-5.094763773399419,ACH-000163
5556,ComBat+QN+PC1,CCR,-4.3454344898879524,ACH-000167
5557,ComBat+QN+PC1,CCR,-4.270438304165468,ACH-000168
5558,ComBat+QN+PC1,CCR,-5.493779863011513,ACH-000169
5559,ComBat+QN+PC1,CCR,-5.54781921644252,ACH-000178
5560,ComBat+QN+PC1,CCR,-5.36847267819531,ACH-000182
5561,ComBat+QN+PC1,CCR,-4.280687670346996,ACH-000187
5562,ComBat+QN+PC1,CCR,-5.149375634619182,ACH-000188
5563,ComBat+QN+PC1,CCR,-4.113768393752248,ACH-000189
5564,ComBat+QN+PC1,CCR,-4.644839026592279,ACH-000190
5565,ComBat+QN+PC1,CCR,-5.493148291175033,ACH-000198
5566,ComBat+QN+PC1,CCR,-3.1675074427361305,ACH-000202
5567,ComBat+QN+PC1,CCR,-4.719494270950418,ACH-000206
5568,ComBat+QN+PC1,CCR,-4.342835467630274,ACH-000209
5569,ComBat+QN+PC1,CCR,-5.364885670907626,ACH-000211
5570,ComBat+QN+PC1,CCR,-5.322545351066872,ACH-000215
5571,ComBat+QN+PC1,CCR,-4.954115202291071,ACH-000217
5572,ComBat+QN+PC1,CCR,-5.100735141824023,ACH-000221
5573,ComBat+QN+PC1,CCR,-5.0865061169857535,ACH-000226
5574,ComBat+QN+PC1,CCR,-4.359735940091984,ACH-000228
5575,ComBat+QN+PC1,CCR,-5.339964877496095,ACH-000231
5576,ComBat+QN+PC1,CCR,-5.1485292733260195,ACH-000233
5577,ComBat+QN+PC1,CCR,-4.4532772006611205,ACH-000234
5578,ComBat+QN+PC1,CCR,-5.102751183894588,ACH-000237
5579,ComBat+QN+PC1,CCR,-5.549836702818852,ACH-000246
5580,ComBat+QN+PC1,CCR,-5.217143501483001,ACH-000250
5581,ComBat+QN+PC1,CCR,-3.9215397456025514,ACH-000251
5582,ComBat+QN+PC1,CCR,-4.777110232763465,ACH-000253
5583,ComBat+QN+PC1,CCR,-5.096688289059514,ACH-000255
5584,ComBat+QN+PC1,CCR,-4.38548245277638,ACH-000256
5585,ComBat+QN+PC1,CCR,-3.2394452746708042,ACH-000257
5586,ComBat+QN+PC1,CCR,-3.404523245426749,ACH-000258
5587,ComBat+QN+PC1,CCR,-5.544146613035719,ACH-000259
5588,ComBat+QN+PC1,CCR,-5.17360873169796,ACH-000261
5589,ComBat+QN+PC1,CCR,-4.736739343916067,ACH-000262
5590,ComBat+QN+PC1,CCR,-3.6187378386817,ACH-000263
5591,ComBat+QN+PC1,CCR,-5.146036820495937,ACH-000264
5592,ComBat+QN+PC1,CCR,-5.070347457158356,ACH-000266
5593,ComBat+QN+PC1,CCR,-4.714581734317858,ACH-000272
5594,ComBat+QN+PC1,CCR,-3.9587074770767408,ACH-000274
5595,ComBat+QN+PC1,CCR,-4.744305886743806,ACH-000277
5596,ComBat+QN+PC1,CCR,-4.547879002642599,ACH-000278
5597,ComBat+QN+PC1,CCR,-5.25308233478947,ACH-000279
5598,ComBat+QN+PC1,CCR,-4.110773707958973,ACH-000280
5599,ComBat+QN+PC1,CCR,-3.92212211792182,ACH-000281
5600,ComBat+QN+PC1,CCR,-5.154946950254257,ACH-000288
5601,ComBat+QN+PC1,CCR,-5.402952145330174,ACH-000290
5602,ComBat+QN+PC1,CCR,-5.030703924932691,ACH-000292
5603,ComBat+QN+PC1,CCR,-4.73144011169447,ACH-000294
5604,ComBat+QN+PC1,CCR,-3.8106565089380773,ACH-000295
5605,ComBat+QN+PC1,CCR,-5.022561229884795,ACH-000296
5606,ComBat+QN+PC1,CCR,-5.455882043219517,ACH-000302
5607,ComBat+QN+PC1,CCR,-3.832690299721895,ACH-000304
5608,ComBat+QN+PC1,CCR,-5.2792793744455215,ACH-000307
5609,ComBat+QN+PC1,CCR,-3.549409431111316,ACH-000310
5610,ComBat+QN+PC1,CCR,-4.601480491809802,ACH-000311
5611,ComBat+QN+PC1,CCR,-4.586079631850759,ACH-000312
5612,ComBat+QN+PC1,CCR,-4.340318167675526,ACH-000315
5613,ComBat+QN+PC1,CCR,-5.304017699370929,ACH-000316
5614,ComBat+QN+PC1,CCR,-4.601358026984796,ACH-000317
5615,ComBat+QN+PC1,CCR,-4.820952157551302,ACH-000319
5616,ComBat+QN+PC1,CCR,-4.68535818865802,ACH-000322
