,Algorithm,Dataset,nnmd,line
2686,ComBat,CCR-JACKS,-5.121680130049575,ACH-000867
2687,ComBat,CCR-JACKS,-5.250194485097317,ACH-000872
2688,ComBat,CCR-JACKS,-5.477387561263618,ACH-000881
2689,ComBat,CCR-JACKS,-5.318084144004488,ACH-000882
2690,ComBat,CCR-JACKS,-5.3397574054995065,ACH-000884
2691,ComBat,CCR-JACKS,-5.883067238805395,ACH-000887
2692,ComBat,CCR-JACKS,-5.226935917261268,ACH-000888
2693,ComBat,CCR-JACKS,-5.2641877370289105,ACH-000889
2694,ComBat,CCR-JACKS,-4.586060132945489,ACH-000890
2695,ComBat,CCR-JACKS,-5.572378731756146,ACH-000896
2696,ComBat,CCR-JACKS,-4.556796068628869,ACH-000898
2697,ComBat,CCR-JACKS,-4.833588029845055,ACH-000899
2698,ComBat,CCR-JACKS,-5.35098596981679,ACH-000901
2699,ComBat,CCR-JACKS,-5.379169313969397,ACH-000905
2700,ComBat,CCR-JACKS,-4.9763337187909285,ACH-000907
2701,ComBat,CCR-JACKS,-5.6155889751211925,ACH-000912
2702,ComBat,CCR-JACKS,-5.1929571154192296,ACH-000914
2703,ComBat,CCR-JACKS,-5.391524777229691,ACH-000915
2704,ComBat,CCR-JACKS,-3.4399812008725137,ACH-000916
2705,ComBat,CCR-JACKS,-5.757565012580956,ACH-000921
2706,ComBat,CCR-JACKS,-5.384673999920524,ACH-000924
2707,ComBat,CCR-JACKS,-4.404625776342446,ACH-000928
2708,ComBat,CCR-JACKS,-4.829064096671497,ACH-000929
2709,ComBat,CCR-JACKS,-5.116719406535429,ACH-000935
2710,ComBat,CCR-JACKS,-4.8241414024646865,ACH-000937
2711,ComBat,CCR-JACKS,-5.1816167356768075,ACH-000938
2712,ComBat,CCR-JACKS,-4.963346975727615,ACH-000939
2713,ComBat,CCR-JACKS,-4.80143401017474,ACH-000941
2714,ComBat,CCR-JACKS,-5.0265935548371,ACH-000946
2715,ComBat,CCR-JACKS,-4.041773235677487,ACH-000953
2716,ComBat,CCR-JACKS,-5.106892754510727,ACH-000960
2717,ComBat,CCR-JACKS,-3.443132985337911,ACH-000963
2718,ComBat,CCR-JACKS,-5.358414039723549,ACH-000968
2719,ComBat,CCR-JACKS,-5.317452436928111,ACH-000973
2720,ComBat,CCR-JACKS,-5.301771513362344,ACH-000975
2721,ComBat,CCR-JACKS,-5.040768730743027,ACH-000976
2722,ComBat,CCR-JACKS,-3.8431998388685447,ACH-000978
2723,ComBat,CCR-JACKS,-5.633380337490989,ACH-000983
2724,ComBat,CCR-JACKS,-4.135053168151875,ACH-000984
2725,ComBat,CCR-JACKS,-5.163982517680957,ACH-000986
2726,ComBat,CCR-JACKS,-4.766910485871902,ACH-000988
2727,ComBat,CCR-JACKS,-5.199413375157003,ACH-000993
2728,ComBat,CCR-JACKS,-5.2961285890074565,ACH-000994
2729,ComBat,CCR-JACKS,-4.79148764995288,ACH-000996
2730,ComBat,CCR-JACKS,-5.232310511545803,ACH-001001
2731,ComBat,CCR-JACKS,-4.648472781519816,ACH-001020
2732,ComBat,CCR-JACKS,-5.352356146763947,ACH-001028
2733,ComBat,CCR-JACKS,-5.283827988146386,ACH-001031
2734,ComBat,CCR-JACKS,-4.3078413779637685,ACH-001033
2735,ComBat,CCR-JACKS,-5.425253246483177,ACH-001038
2736,ComBat,CCR-JACKS,-5.788905761124648,ACH-001048
2737,ComBat,CCR-JACKS,-5.337453894513556,ACH-001050
2738,ComBat,CCR-JACKS,-5.041259702728643,ACH-001053
2739,ComBat,CCR-JACKS,-5.420561382883134,ACH-001054
2740,ComBat,CCR-JACKS,-5.6207035114995225,ACH-001061
2741,ComBat,CCR-JACKS,-5.05278080606455,ACH-001067
2742,ComBat,CCR-JACKS,-4.5261595319069965,ACH-001075
2743,ComBat,CCR-JACKS,-5.333948486124607,ACH-001096
2744,ComBat,CCR-JACKS,-5.32206492920469,ACH-001134
2745,ComBat,CCR-JACKS,-5.046911407804847,ACH-001163
2746,ComBat,CCR-JACKS,-4.70177944282772,ACH-001164
2747,ComBat,CCR-JACKS,-5.896839844285132,ACH-001173
2748,ComBat,CCR-JACKS,-5.036939090767685,ACH-001183
2749,ComBat,CCR-JACKS,-5.092547882717029,ACH-001184
2750,ComBat,CCR-JACKS,-5.082183395420498,ACH-001192
2751,ComBat,CCR-JACKS,-5.212607641711088,ACH-001196
2752,ComBat,CCR-JACKS,-5.0440868703370265,ACH-001197
2753,ComBat,CCR-JACKS,-4.155890640226698,ACH-001205
2754,ComBat,CCR-JACKS,-5.1454544719186295,ACH-001211
2755,ComBat,CCR-JACKS,-4.421539436836903,ACH-001212
2756,ComBat,CCR-JACKS,-4.688244572232697,ACH-001228
2757,ComBat,CCR-JACKS,-5.2013600156254105,ACH-001232
2758,ComBat,CCR-JACKS,-5.515204835243655,ACH-001239
2759,ComBat,CCR-JACKS,-4.923412518762703,ACH-001274
2760,ComBat,CCR-JACKS,-5.216296801367103,ACH-001275
2761,ComBat,CCR-JACKS,-4.929962957946364,ACH-001277
2762,ComBat,CCR-JACKS,-5.438867583532201,ACH-001278
2763,ComBat,CCR-JACKS,-4.1329485241940205,ACH-001280
2764,ComBat,CCR-JACKS,-5.237430153919238,ACH-001283
2765,ComBat,CCR-JACKS,-5.495281382780553,ACH-001289
2766,ComBat,CCR-JACKS,-4.357939658200152,ACH-001295
2767,ComBat,CCR-JACKS,-4.545373305438791,ACH-001300
2768,ComBat,CCR-JACKS,-4.681105555709725,ACH-001301
2769,ComBat,CCR-JACKS,-4.318755430190758,ACH-001302
2770,ComBat,CCR-JACKS,-4.278518477820838,ACH-001303
2771,ComBat,CCR-JACKS,-5.728149125235725,ACH-001306
2772,ComBat,CCR-JACKS,-5.433589043459226,ACH-001318
2773,ComBat,CCR-JACKS,-4.846715599391634,ACH-001322
2774,ComBat,CCR-JACKS,-5.550508043546187,ACH-001328
2775,ComBat,CCR-JACKS,-5.142291984644609,ACH-001329
2776,ComBat,CCR-JACKS,-5.309912130243802,ACH-001333
2777,ComBat,CCR-JACKS,-5.346310889443835,ACH-001336
2778,ComBat,CCR-JACKS,-5.744416932015151,ACH-001340
2779,ComBat,CCR-JACKS,-5.478066512171653,ACH-001346
2780,ComBat,CCR-JACKS,-4.821923730174313,ACH-001353
2781,ComBat,CCR-JACKS,-3.943009974065952,ACH-001354
2782,ComBat,CCR-JACKS,-4.986654221766842,ACH-001366
2783,ComBat,CCR-JACKS,-4.6849136630522334,ACH-001369
2784,ComBat,CCR-JACKS,-3.7796302340167682,ACH-001374
2785,ComBat,CCR-JACKS,-5.29917195719417,ACH-001375
2786,ComBat,CCR-JACKS,-5.331799292985004,ACH-001377
2787,ComBat,CCR-JACKS,-5.732925447106006,ACH-001380
2788,ComBat,CCR-JACKS,-5.099861429318062,ACH-001390
2789,ComBat,CCR-JACKS,-4.810393345494109,ACH-001391
2790,ComBat,CCR-JACKS,-5.765883216253578,ACH-001407
2791,ComBat,CCR-JACKS,-5.475428279483752,ACH-001408
2792,ComBat,CCR-JACKS,-4.106812100469656,ACH-001409
2793,ComBat,CCR-JACKS,-5.256429024884984,ACH-001412
2794,ComBat,CCR-JACKS,-4.852595440397481,ACH-001413
2795,ComBat,CCR-JACKS,-5.226385757212541,ACH-001414
2796,ComBat,CCR-JACKS,-4.082982453377133,ACH-001415
2797,ComBat,CCR-JACKS,-3.80722215570549,ACH-001430
2798,ComBat,CCR-JACKS,-4.788273015398356,ACH-001431
2799,ComBat,CCR-JACKS,-5.030904148593324,ACH-001433
2800,ComBat,CCR-JACKS,-5.402337871451158,ACH-001450
2801,ComBat,CCR-JACKS,-3.5268759822023585,ACH-001454
2802,ComBat,CCR-JACKS,-4.3555664767109645,ACH-001458
2803,ComBat,CCR-JACKS,-4.433612423286809,ACH-001521
2804,ComBat,CCR-JACKS,-5.170787252823238,ACH-001522
2805,ComBat,CCR-JACKS,-5.423106042013085,ACH-001523
2806,ComBat,CCR-JACKS,-4.9230501569238285,ACH-001524
2807,ComBat,CCR-JACKS,-5.587942724641264,ACH-001529
2808,ComBat,CCR-JACKS,-5.081717189215901,ACH-001532
2809,ComBat,CCR-JACKS,-4.607373449171646,ACH-001536
2810,ComBat,CCR-JACKS,-4.9018977158485555,ACH-001550
2811,ComBat,CCR-JACKS,-4.678791273349113,ACH-001552
2812,ComBat,CCR-JACKS,-5.515326630477711,ACH-001554
2813,ComBat,CCR-JACKS,-4.702133633639668,ACH-001555
2814,ComBat,CCR-JACKS,-5.05862553507343,ACH-001563
2815,ComBat,CCR-JACKS,-5.240792445090017,ACH-001566
2816,ComBat,CCR-JACKS,-5.423924625011501,ACH-001568
2817,ComBat,CCR-JACKS,-4.4122383698652845,ACH-001645
2818,ComBat,CCR-JACKS,-5.660977520960803,ACH-001647
2819,ComBat,CCR-JACKS,-5.359274142998323,ACH-001650
2820,ComBat,CCR-JACKS,-4.403073174250049,ACH-001735
2821,ComBat,CCR-JACKS,-5.261708903299122,ACH-001736
2822,ComBat,CCR-JACKS,-3.5172003187263825,ACH-001737
2823,ComBat,CCR-JACKS,-4.909464578625759,ACH-001740
2824,ComBat,CCR-JACKS,-5.416642844477335,ACH-001745
2825,ComBat,CCR-JACKS,-5.099244811182499,ACH-001750
2826,ComBat,CCR-JACKS,-5.293005785924024,ACH-001765
2827,ComBat,CCR-JACKS,-4.129458035332515,ACH-001814
2828,ComBat,CCR-JACKS,-4.781221040848662,ACH-001838
2829,ComBat,CCR-JACKS,-5.358870670391111,ACH-001956
2830,ComBat,CCR-JACKS,-4.9512990332742435,ACH-001957
2831,ComBat,CCR-JACKS,-4.777275675044663,ACH-000001
2832,ComBat,CCR-JACKS,-4.315609586004039,ACH-000019
2833,ComBat,CCR-JACKS,-5.6263559646198456,ACH-000023
2834,ComBat,CCR-JACKS,-5.185777055687641,ACH-000024
2835,ComBat,CCR-JACKS,-5.718141548896602,ACH-000048
2836,ComBat,CCR-JACKS,-4.99865265366368,ACH-000075
2837,ComBat,CCR-JACKS,-4.41872430717995,ACH-000094
2838,ComBat,CCR-JACKS,-4.583592502617168,ACH-000103
2839,ComBat,CCR-JACKS,-4.963883136401501,ACH-000111
2840,ComBat,CCR-JACKS,-4.749678274005486,ACH-000114
2841,ComBat,CCR-JACKS,-4.723928768380798,ACH-000124
2842,ComBat,CCR-JACKS,-4.627650956481003,ACH-000139
2843,ComBat,CCR-JACKS,-4.405992458031415,ACH-000144
2844,ComBat,CCR-JACKS,-4.99250402336017,ACH-000147
2845,ComBat,CCR-JACKS,-4.4782627958236025,ACH-000149
2846,ComBat,CCR-JACKS,-4.838432737427575,ACH-000155
2847,ComBat,CCR-JACKS,-4.471831632640924,ACH-000176
2848,ComBat,CCR-JACKS,-5.297699275634841,ACH-000181
2849,ComBat,CCR-JACKS,-4.281486049503723,ACH-000192
2850,ComBat,CCR-JACKS,-4.192378315970128,ACH-000200
2851,ComBat,CCR-JACKS,-5.232926492239667,ACH-000207
2852,ComBat,CCR-JACKS,-4.668384326927314,ACH-000213
2853,ComBat,CCR-JACKS,-5.131680531589866,ACH-000219
2854,ComBat,CCR-JACKS,-4.589127209417375,ACH-000222
2855,ComBat,CCR-JACKS,-4.921900488015127,ACH-000227
2856,ComBat,CCR-JACKS,-5.1780807009040375,ACH-000249
2857,ComBat,CCR-JACKS,-4.269288240458907,ACH-000252
2858,ComBat,CCR-JACKS,-4.931425199730778,ACH-000269
2859,ComBat,CCR-JACKS,-5.420134466711078,ACH-000271
2860,ComBat,CCR-JACKS,-5.043078489462512,ACH-000276
2861,ComBat,CCR-JACKS,-5.317606738395255,ACH-000282
2862,ComBat,CCR-JACKS,-4.930851480076707,ACH-000305
2863,ComBat,CCR-JACKS,-5.474484678377517,ACH-000320
2864,ComBat,CCR-JACKS,-5.215322364154318,ACH-000336
2865,ComBat,CCR-JACKS,-5.73872738535605,ACH-000341
2866,ComBat,CCR-JACKS,-5.109293834069078,ACH-000354
2867,ComBat,CCR-JACKS,-4.280039815393909,ACH-000366
2868,ComBat,CCR-JACKS,-4.011976763359805,ACH-000367
2869,ComBat,CCR-JACKS,-5.498720824559894,ACH-000391
2870,ComBat,CCR-JACKS,-5.454839845767409,ACH-000395
2871,ComBat,CCR-JACKS,-4.437786205339085,ACH-000417
2872,ComBat,CCR-JACKS,-5.23636410229244,ACH-000427
2873,ComBat,CCR-JACKS,-5.4633144209425755,ACH-000430
2874,ComBat,CCR-JACKS,-4.535381225732288,ACH-000438
2875,ComBat,CCR-JACKS,-5.186363643970134,ACH-000442
2876,ComBat,CCR-JACKS,-3.2346868470882746,ACH-000501
2877,ComBat,CCR-JACKS,-4.939595009367332,ACH-000532
2878,ComBat,CCR-JACKS,-4.475155703429468,ACH-000535
2879,ComBat,CCR-JACKS,-5.377147470482504,ACH-000546
2880,ComBat,CCR-JACKS,-4.549165737617083,ACH-000554
2881,ComBat,CCR-JACKS,-5.044197268748687,ACH-000558
2882,ComBat,CCR-JACKS,-3.973892545712184,ACH-000561
2883,ComBat,CCR-JACKS,-4.286757650551367,ACH-000562
2884,ComBat,CCR-JACKS,-4.422503119034196,ACH-000563
2885,ComBat,CCR-JACKS,-4.829326652307656,ACH-000565
2886,ComBat,CCR-JACKS,-5.269473916662606,ACH-000581
2887,ComBat,CCR-JACKS,-5.131756257972361,ACH-000587
2888,ComBat,CCR-JACKS,-5.371762756691608,ACH-000595
2889,ComBat,CCR-JACKS,-4.446543951609043,ACH-000599
2890,ComBat,CCR-JACKS,-5.714527331392391,ACH-000609
2891,ComBat,CCR-JACKS,-5.250312385727538,ACH-000656
2892,ComBat,CCR-JACKS,-5.534846522353022,ACH-000660
2893,ComBat,CCR-JACKS,-5.320831379446388,ACH-000662
2894,ComBat,CCR-JACKS,-4.683077634456804,ACH-000666
2895,ComBat,CCR-JACKS,-3.9522510020466886,ACH-000668
2896,ComBat,CCR-JACKS,-4.2595920182906415,ACH-000704
2897,ComBat,CCR-JACKS,-5.079743984056173,ACH-000717
2898,ComBat,CCR-JACKS,-5.006376188878282,ACH-000719
2899,ComBat,CCR-JACKS,-4.622109994610497,ACH-000722
2900,ComBat,CCR-JACKS,-4.178658302169104,ACH-000860
2901,ComBat,CCR-JACKS,-5.185468291210575,ACH-000863
2902,ComBat,CCR-JACKS,-4.834573841273526,ACH-000864
2903,ComBat,CCR-JACKS,-4.85372249877229,ACH-000879
2904,ComBat,CCR-JACKS,-5.166795438549824,ACH-000894
2905,ComBat,CCR-JACKS,-5.018917170095226,ACH-000919
2906,ComBat,CCR-JACKS,-4.5849500260020495,ACH-000934
2907,ComBat,CCR-JACKS,-3.9680712341934385,ACH-000945
2908,ComBat,CCR-JACKS,-5.196210710917469,ACH-000950
2909,ComBat,CCR-JACKS,-4.51339029300631,ACH-000956
2910,ComBat,CCR-JACKS,-4.7582458490241795,ACH-000962
2911,ComBat,CCR-JACKS,-4.748845545306553,ACH-000966
2912,ComBat,CCR-JACKS,-5.308297894904538,ACH-000970
2913,ComBat,CCR-JACKS,-4.965774679907895,ACH-000971
2914,ComBat,CCR-JACKS,-4.569523914141382,ACH-000977
2915,ComBat,CCR-JACKS,-5.570085031261981,ACH-000979
2916,ComBat,CCR-JACKS,-4.388329244220386,ACH-000985
2917,ComBat,CCR-JACKS,-4.817437676047734,ACH-000991
2918,ComBat,CCR-JACKS,-5.339001320564751,ACH-000997
2919,ComBat,CCR-JACKS,-5.175596318348247,ACH-001016
2920,ComBat,CCR-JACKS,-4.666802028798574,ACH-001039
2921,ComBat,CCR-JACKS,-5.53273122417329,ACH-001063
2922,ComBat,CCR-JACKS,-4.888126787475725,ACH-001065
2923,ComBat,CCR-JACKS,-4.5313216750381615,ACH-001081
2924,ComBat,CCR-JACKS,-5.54593847930592,ACH-001107
2925,ComBat,CCR-JACKS,-5.159508706964308,ACH-001126
2926,ComBat,CCR-JACKS,-4.564064212463607,ACH-001137
2927,ComBat,CCR-JACKS,-4.995718795118923,ACH-001193
2928,ComBat,CCR-JACKS,-5.043607412585147,ACH-001233
2929,ComBat,CCR-JACKS,-5.481936204764254,ACH-001331
2930,ComBat,CCR-JACKS,-4.648674822036907,ACH-001345
2931,ComBat,CCR-JACKS,-5.270031222745807,ACH-001399
2932,ComBat,CCR-JACKS,-4.970447422700215,ACH-001418
2933,ComBat,CCR-JACKS,-4.564007846539749,ACH-001494
2934,ComBat,CCR-JACKS,-4.266644569132555,ACH-001497
2935,ComBat,CCR-JACKS,-4.8810114615928955,ACH-001517
2936,ComBat,CCR-JACKS,-5.520118543408354,ACH-001542
2937,ComBat,CCR-JACKS,-4.2667113170094915,ACH-001544
2938,ComBat,CCR-JACKS,-5.005782090706065,ACH-001603
2939,ComBat,CCR-JACKS,-5.063867306434604,ACH-001605
2940,ComBat,CCR-JACKS,-4.766241974346806,ACH-001606
2941,ComBat,CCR-JACKS,-4.461446580663733,ACH-001625
2942,ComBat,CCR-JACKS,-4.8817984321926255,ACH-001626
2943,ComBat,CCR-JACKS,-5.384810145597752,ACH-001630
2944,ComBat,CCR-JACKS,-4.474095000354403,ACH-001632
2945,ComBat,CCR-JACKS,-4.114347314286256,ACH-001639
2946,ComBat,CCR-JACKS,-5.269425657537496,ACH-001674
2947,ComBat,CCR-JACKS,-4.647757282403869,ACH-001819
2948,ComBat,CCR-JACKS,-4.373164182005015,ACH-001820
2949,ComBat,CCR-JACKS,-5.433016477232057,ACH-002029
2950,ComBat,CCR-JACKS,-5.613883320451347,ACH-002043
2951,ComBat,CCR-JACKS,-5.4658700811054555,ACH-002045
2952,ComBat,CCR-JACKS,-5.052237391903278,ACH-002083
2953,ComBat,CCR-JACKS,-4.348736381046445,ACH-002105
2954,ComBat,CCR-JACKS,-5.341478104796313,ACH-002106
2955,ComBat,CCR-JACKS,-4.975175686395228,ACH-002109
2956,ComBat,CCR-JACKS,-5.862362333851472,ACH-002110
2957,ComBat,CCR-JACKS,-5.504850688852809,ACH-002114
2958,ComBat,CCR-JACKS,-5.031852819001453,ACH-002116
2959,ComBat,CCR-JACKS,-5.240385560241832,ACH-002119
2960,ComBat,CCR-JACKS,-5.256917401382044,ACH-002140
2961,ComBat,CCR-JACKS,-5.568093307438144,ACH-002141
2962,ComBat,CCR-JACKS,-4.537728472032899,ACH-002143
2963,ComBat,CCR-JACKS,-5.399484859369016,ACH-002150
2964,ComBat,CCR-JACKS,-4.8443793480161546,ACH-002156
2965,ComBat,CCR-JACKS,-5.377444705571501,ACH-002160
2966,ComBat,CCR-JACKS,-5.370202462313333,ACH-002161
2967,ComBat,CCR-JACKS,-4.648103323406316,ACH-002179
2968,ComBat,CCR-JACKS,-4.9908752691567475,ACH-002181
2969,ComBat,CCR-JACKS,-4.232529935728685,ACH-002183
2970,ComBat,CCR-JACKS,-4.95417221454185,ACH-002186
2971,ComBat,CCR-JACKS,-5.010901744778234,ACH-002189
2972,ComBat,CCR-JACKS,-4.004606688124824,ACH-002198
2973,ComBat,CCR-JACKS,-5.3993942266220465,ACH-002202
2974,ComBat,CCR-JACKS,-5.702940610876683,ACH-002210
2975,ComBat,CCR-JACKS,-5.365822858283072,ACH-002212
2976,ComBat,CCR-JACKS,-5.30745235096874,ACH-002217
2977,ComBat,CCR-JACKS,-5.514959124694577,ACH-002228
2978,ComBat,CCR-JACKS,-4.363356796647174,ACH-002229
2979,ComBat,CCR-JACKS,-4.737477475546852,ACH-002230
2980,ComBat,CCR-JACKS,-4.578403020307545,ACH-002233
2981,ComBat,CCR-JACKS,-4.786662291194516,ACH-002234
2982,ComBat,CCR-JACKS,-5.364924336913336,ACH-002239
2983,ComBat,CCR-JACKS,-4.300462853479774,ACH-002243
2984,ComBat,CCR-JACKS,-4.685784243565847,ACH-002247
2985,ComBat,CCR-JACKS,-5.469464462965878,ACH-002249
2986,ComBat,CCR-JACKS,-5.251681733962216,ACH-002250
2987,ComBat,CCR-JACKS,-5.287091911553696,ACH-002251
2988,ComBat,CCR-JACKS,-5.099783122073885,ACH-002257
2989,ComBat,CCR-JACKS,-4.9274942929766965,ACH-002261
2990,ComBat,CCR-JACKS,-5.751910015498089,ACH-002263
2991,ComBat,CCR-JACKS,-5.33242948482943,ACH-002265
2992,ComBat,CCR-JACKS,-5.0505092091980925,ACH-002269
2993,ComBat,CCR-JACKS,-4.582341987671239,ACH-002278
2994,ComBat,CCR-JACKS,-4.621574775313167,ACH-002280
2995,ComBat,CCR-JACKS,-5.004018699070339,ACH-002282
2996,ComBat,CCR-JACKS,-5.2786934677045965,ACH-002283
2997,ComBat,CCR-JACKS,-5.006826783504135,ACH-002284
2998,ComBat,CCR-JACKS,-5.975113673618776,ACH-002285
2999,ComBat,CCR-JACKS,-5.463421000525889,ACH-002294
3000,ComBat,CCR-JACKS,-5.335909364480759,ACH-002295
3001,ComBat,CCR-JACKS,-5.449537811618602,ACH-002296
3002,ComBat,CCR-JACKS,-5.207306714643672,ACH-002297
3003,ComBat,CCR-JACKS,-4.675391224846585,ACH-002298
3004,ComBat,CCR-JACKS,-5.392845328755646,ACH-002304
3005,ComBat,CCR-JACKS,-4.610327721749379,ACH-002305
3006,ComBat,CCR-JACKS,-4.5498175367473515,ACH-001227
3007,ComBat,CCR-JACKS,-6.0833564831321425,ACH-001190
3008,ComBat,CCR-JACKS,-6.021396833341451,ACH-000273
3009,ComBat,CCR-JACKS,-6.7227118855442765,ACH-000376
3010,ComBat,CCR-JACKS,-5.543946310969746,ACH-000817
3011,ComBat,CCR-JACKS,-6.14489373112497,ACH-000696
3012,ComBat,CCR-JACKS,-6.150273322142372,ACH-001151
3013,ComBat,CCR-JACKS,-5.5146323991811155,ACH-000504
3014,ComBat,CCR-JACKS,-5.997176212109995,ACH-000232
3015,ComBat,CCR-JACKS,-5.712115616819624,ACH-000861
3016,ComBat,CCR-JACKS,-5.872415136091735,ACH-000148
3017,ComBat,CCR-JACKS,-6.207249251263068,ACH-000552
3018,ComBat,CCR-JACKS,-5.828730061361078,ACH-000900
3019,ComBat,CCR-JACKS,-5.514146275066306,ACH-000768
3020,ComBat,CCR-JACKS,-5.541146060759933,ACH-000969
3021,ComBat,CCR-JACKS,-5.521872662079012,ACH-000657
3022,ComBat,CCR-JACKS,-5.3777649355520385,ACH-000464
3023,ComBat,CCR-JACKS,-6.216516162010948,ACH-000030
3024,ComBat,CCR-JACKS,-5.835622902431814,ACH-000947
3025,ComBat,CCR-JACKS,-6.231924668949117,ACH-000917
3026,ComBat,CCR-JACKS,-4.825056073150824,ACH-000910
3027,ComBat,CCR-JACKS,-6.095059779473788,ACH-000756
3028,ComBat,CCR-JACKS,-6.214279055095733,ACH-000847
3029,ComBat,CCR-JACKS,-5.99703218346882,ACH-000265
3030,ComBat,CCR-JACKS,-6.004089181136979,ACH-000584
3031,ComBat,CCR-JACKS,-6.098587200191428,ACH-000132
3032,ComBat,CCR-JACKS,-6.14249943585442,ACH-000183
3033,ComBat,CCR-JACKS,-5.463227180326902,ACH-000469
3034,ComBat,CCR-JACKS,-5.910736768390616,ACH-000694
3035,ComBat,CCR-JACKS,-6.226249562774256,ACH-000452
3036,ComBat,CCR-JACKS,-6.228161301900166,ACH-000787
3037,ComBat,CCR-JACKS,-5.64506294815222,ACH-000204
3038,ComBat,CCR-JACKS,-5.546068109577663,ACH-000408
3039,ComBat,CCR-JACKS,-5.663678166989566,ACH-000318
3040,ComBat,CCR-JACKS,-5.464484380536337,ACH-000505
3041,ComBat,CCR-JACKS,-5.71759273284598,ACH-000652
3042,ComBat,CCR-JACKS,-5.692912507147192,ACH-000974
3043,ComBat,CCR-JACKS,-5.759357080674974,ACH-000424
3044,ComBat,CCR-JACKS,-5.527772335979869,ACH-001368
3045,ComBat,CCR-JACKS,-5.8889043072584295,ACH-000113
3046,ComBat,CCR-JACKS,-5.934193591752445,ACH-000619
3047,ComBat,CCR-JACKS,-5.7406322049612655,ACH-000383
3048,ComBat,CCR-JACKS,-6.427211550389193,ACH-000544
3049,ComBat,CCR-JACKS,-5.874188998012197,ACH-001654
3050,ComBat,CCR-JACKS,-5.538521872422708,ACH-000794
3051,ComBat,CCR-JACKS,-5.028950947630185,ACH-001332
3052,ComBat,CCR-JACKS,-6.192408038507907,ACH-000601
3053,ComBat,CCR-JACKS,-6.117921404529404,ACH-000118
3054,ComBat,CCR-JACKS,-5.991357849192989,ACH-001496
3055,ComBat,CCR-JACKS,-5.373801709745841,ACH-000926
3056,ComBat,CCR-JACKS,-5.867225935923626,ACH-000769
3057,ComBat,CCR-JACKS,-5.912829747402051,ACH-000524
3058,ComBat,CCR-JACKS,-6.267933156820014,ACH-000527
3059,ComBat,CCR-JACKS,-5.70169151792631,ACH-000108
3060,ComBat,CCR-JACKS,-5.981554225121232,ACH-000911
3061,ComBat,CCR-JACKS,-5.741837133324411,ACH-000738
3062,ComBat,CCR-JACKS,-5.400800876839291,ACH-000778
3063,ComBat,CCR-JACKS,-6.196143581408592,ACH-000843
3064,ComBat,CCR-JACKS,-5.851891004556406,ACH-000858
3065,ComBat,CCR-JACKS,-4.9488078130247155,ACH-000622
3066,ComBat,CCR-JACKS,-5.444052122633725,ACH-000714
3067,ComBat,CCR-JACKS,-6.221448275649555,ACH-000849
3068,ComBat,CCR-JACKS,-5.783625649791787,ACH-000573
3069,ComBat,CCR-JACKS,-5.250269760061543,ACH-000876
3070,ComBat,CCR-JACKS,-6.22836075317044,ACH-000510
3071,ComBat,CCR-JACKS,-6.051137985285982,ACH-000980
3072,ComBat,CCR-JACKS,-5.8745919768637425,ACH-000067
3073,ComBat,CCR-JACKS,-5.4795292773437545,ACH-000007
3074,ComBat,CCR-JACKS,-5.457016751727268,ACH-000957
3075,ComBat,CCR-JACKS,-5.006144454920759,ACH-000293
3076,ComBat,CCR-JACKS,-5.071230036777953,ACH-000793
3077,ComBat,CCR-JACKS,-5.645772424516592,ACH-000841
3078,ComBat,CCR-JACKS,-5.583147916183222,ACH-000481
3079,ComBat,CCR-JACKS,-5.347140476100202,ACH-000035
3080,ComBat,CCR-JACKS,-5.460727067045057,ACH-000869
3081,ComBat,CCR-JACKS,-6.3321777345063435,ACH-000781
3082,ComBat,CCR-JACKS,-5.534595643421711,ACH-000414
3083,ComBat,CCR-JACKS,-5.195011345802214,ACH-000434
3084,ComBat,CCR-JACKS,-5.665920357336252,ACH-000740
3085,ComBat,CCR-JACKS,-6.422808836038915,ACH-000788
3086,ComBat,CCR-JACKS,-5.727234232100358,ACH-000411
3087,ComBat,CCR-JACKS,-5.679360351082817,ACH-000421
3088,ComBat,CCR-JACKS,-5.285280540376931,ACH-000958
3089,ComBat,CCR-JACKS,-5.4871837713908995,ACH-000651
3090,ComBat,CCR-JACKS,-6.177464662220517,ACH-000880
3091,ComBat,CCR-JACKS,-5.622205721397624,ACH-000846
3092,ComBat,CCR-JACKS,-6.398844003004603,ACH-000906
3093,ComBat,CCR-JACKS,-5.486234035925772,ACH-000374
3094,ComBat,CCR-JACKS,-5.280325178259182,ACH-000859
3095,ComBat,CCR-JACKS,-5.692968018148104,ACH-000223
3096,ComBat,CCR-JACKS,-6.1559009275946,ACH-000624
3097,ComBat,CCR-JACKS,-5.255235995929713,ACH-000699
3098,ComBat,CCR-JACKS,-5.66716597581553,ACH-000248
3099,ComBat,CCR-JACKS,-5.4565770051318365,ACH-000681
3100,ComBat,CCR-JACKS,-5.7568331097541,ACH-000120
3101,ComBat,CCR-JACKS,-5.132216662864928,ACH-001715
3102,ComBat,CCR-JACKS,-6.200635820045771,ACH-000856
3103,ComBat,CCR-JACKS,-6.2257803501785585,ACH-000832
3104,ComBat,CCR-JACKS,-5.60592353348285,ACH-000518
3105,ComBat,CCR-JACKS,-5.22126856180202,ACH-000244
3106,ComBat,CCR-JACKS,-6.2689980142125385,ACH-000243
